,amp,batch_size,bss_reg,clip_grad,cotuning_reg,cutmix,decay_epochs,decay_rate,delta_reg,drop,layer_decay,linear_probing,lr,mixup,mixup_prob,model,momentum,opt,patience_epochs,pct_to_freeze,ra_magnitude,ra_num_ops,sched,smoothing,sp_reg,stoch_norm,warmup_epochs,warmup_lr,weight_decay,data_augmentation,opt_betas,auto_augment
276770413059082192,False,64,0.1,1.0,0.5,0.5,10.0,0.5,0.0001,0.4,0.65,False,0.01,0.0,1.0,edgenext_small,0.95,momentum,10,0.4,17,2,multistep,0.1,0.001,True,10,1e-05,0.1,random_augment,,
117790790996214776,False,4,0.01,1.0,4.0,0.25,10.0,0.5,0.01,0.2,0.75,False,0.001,4.0,0.25,deit3_small_patch16_384_in21ft1k,0.9,adamp,10,0.6,8,2,multistep,0.0,0.0001,False,10,0.0,0.0001,trivial_augment,"(0.0, 0.999)",
67258528670717129,True,64,0.0001,10.0,0.5,4.0,0.0,0.1,0.1,0.1,0.65,True,0.001,0.2,0.25,xcit_tiny_24_p8_384_dist,0.9,momentum,10,1.0,8,2,cosine,0.0,0.01,False,5,1e-05,0.01,auto_augment,,original
172642001970637199,True,64,0.0001,,0.5,2.0,0.0,0.1,0.0001,0.1,,True,0.0001,8.0,1.0,deit3_small_patch16_384_in21ft1k,0.9,momentum,5,0.6,8,2,plateau,0.0,0.001,True,5,1e-05,0.01,none,,
127965013303380334,False,512,0.0001,1.0,2.0,4.0,0.0,0.1,0.01,0.1,,False,0.005,1.0,0.5,edgenext_x_small,0.9,adamw,10,1.0,17,3,cosine,0.05,0.1,True,0,1e-05,1e-05,random_augment,"(0.0, 0.999)",
229742166487757646,False,128,0.01,10.0,0.0,4.0,10.0,0.1,0.01,0.3,,False,0.0001,0.0,1.0,xcit_small_12_p8_384_dist,0.9,adamp,10,1.0,17,2,multistep,0.0,0.01,False,5,0.0,0.001,random_augment,"(0.0, 0.999)",
87364397560565348,False,32,0.0,10.0,2.0,2.0,10.0,0.5,0.001,0.3,0.65,False,5e-05,0.0,1.0,volo_d3_448,0.9,adamp,10,1.0,8,2,step,0.0,0.01,False,0,1e-05,1e-05,none,"(0.9, 0.99)",
634947737484763581,True,256,0.001,10.0,0.0,0.5,10.0,0.5,0.01,0.3,0.75,False,0.0001,0.0,0.75,edgenext_small,0.99,momentum,10,0.4,17,3,multistep,0.1,0.0001,False,10,0.0,0.001,random_augment,,
78909729408670249,True,2,0.0001,,4.0,0.25,0.0,0.1,0.0,0.3,0.75,False,0.0001,4.0,1.0,edgenext_xx_small,0.99,momentum,5,1.0,8,2,plateau,0.05,0.1,True,0,1e-06,1e-05,trivial_augment,,
484705064559491328,False,128,0.001,10.0,0.0,1.0,20.0,0.5,0.0001,0.1,0.65,True,5e-05,2.0,0.0,xcit_nano_12_p8_384_dist,0.9,adamw,10,1.0,17,3,multistep,0.05,0.001,True,10,1e-05,1e-05,random_augment,"(0.9, 0.99)",
32150871555508893,True,4,0.0,1.0,0.0,1.0,0.0,0.1,0.01,0.0,,False,1e-05,8.0,0.25,mobilevit_xs,0.9,adamp,2,0.8,8,2,plateau,0.1,0.001,False,5,1e-05,0.0,none,"(0.0, 0.999)",
512739033224267285,True,512,0.0001,,0.0,2.0,20.0,0.5,0.001,0.4,0.65,True,0.001,0.0,0.75,edgenext_small,0.9,adamp,10,0.6,17,3,step,0.0,0.0001,True,0,1e-05,0.01,random_augment,"(0.0, 0.999)",
152755975939753416,False,128,0.01,1.0,2.0,0.1,10.0,0.5,0.1,0.4,0.75,True,1e-05,1.0,0.5,edgenext_xx_small,0.9,adam,10,0.2,17,2,step,0.1,0.0001,False,5,0.0,0.0,random_augment,"(0.9, 0.999)",
44377188481913085,True,32,0.001,10.0,2.0,2.0,20.0,0.1,0.01,0.2,0.65,False,1e-05,2.0,1.0,tf_efficientnet_b6_ns,0.9,sgd,10,1.0,17,2,multistep,0.1,0.001,True,5,1e-05,0.001,random_augment,,
37683310322145358,False,64,0.0001,10.0,0.0,0.25,0.0,0.1,0.0,0.2,,True,0.005,8.0,0.5,edgenext_x_small,0.99,momentum,10,0.2,8,2,cosine,0.1,0.0001,False,10,1e-05,0.0001,trivial_augment,,
7051056822584774,False,32,0.001,1.0,1.0,0.5,0.0,0.1,0.001,0.0,0.75,True,0.01,0.4,0.75,mobilevit_xxs,0.0,momentum,2,0.8,8,2,plateau,0.1,0.1,True,5,0.0,0.0,trivial_augment,,
97708290519232214,False,32,0.001,10.0,1.0,2.0,0.0,0.1,0.0001,0.2,,False,0.001,0.4,1.0,xcit_nano_12_p8_384_dist,0.9,adam,5,1.0,17,2,plateau,0.05,0.001,False,0,1e-06,0.1,random_augment,"(0.9, 0.999)",
38962321696332051,True,256,0.001,,0.0,4.0,0.0,0.1,0.0,0.0,0.75,True,0.0005,0.4,0.75,mobilevit_xxs,0.9,adamp,5,1.0,9,2,plateau,0.1,0.0001,True,5,1e-05,1e-05,random_augment,"(0.9, 0.999)",
23863277365590358,False,64,0.0001,10.0,0.0,0.25,10.0,0.5,0.0,0.2,0.75,False,0.005,8.0,0.0,mobilevitv2_075,0.9,adamw,10,0.8,8,2,multistep,0.05,0.0,False,0,1e-05,0.0,trivial_augment,"(0.9, 0.999)",
79320643107619752,False,2,0.1,10.0,0.0,0.1,0.0,0.1,0.0001,0.3,0.65,False,0.0005,0.0,0.25,beit_large_patch16_512,0.9,adam,10,0.8,8,2,cosine,0.0,0.001,True,0,1e-05,1e-05,none,"(0.0, 0.999)",
157883552205310824,False,16,0.0001,10.0,0.5,0.1,20.0,0.5,0.0,0.1,0.75,False,0.01,1.0,0.5,volo_d3_448,0.99,momentum,10,1.0,8,2,multistep,0.05,0.01,False,10,1e-05,0.001,none,,
54787258868622053,True,8,0.0001,,4.0,0.0,0.0,0.1,0.001,0.3,,False,0.005,8.0,0.75,edgenext_x_small,0.9,adamw,10,1.0,8,2,cosine,0.1,0.0001,False,10,1e-06,1e-05,none,"(0.9, 0.99)",
83364579570782761,True,16,0.01,,0.0,4.0,10.0,0.5,0.001,0.1,0.65,True,0.001,8.0,0.0,tf_efficientnet_b7_ns,0.9,adam,10,1.0,8,2,multistep,0.05,0.0001,True,0,1e-05,0.01,none,"(0.9, 0.99)",
27103625427894795,True,32,0.001,10.0,0.5,0.25,20.0,0.5,0.001,0.4,0.75,False,5e-05,0.2,0.25,mobilevit_xxs,0.9,sgd,10,0.6,8,2,multistep,0.05,0.0001,True,0,0.0,0.001,none,,
7264561594073134,False,8,0.0,1.0,1.0,0.5,10.0,0.1,0.0,0.1,0.75,False,0.01,0.0,0.25,edgenext_xx_small,0.9,sgd,10,0.2,8,2,multistep,0.0,0.1,False,0,1e-06,0.0,trivial_augment,,
30621152594475733,True,128,0.0,,0.5,0.0,0.0,0.1,0.0,0.4,,False,1e-05,4.0,0.75,edgenext_xx_small,0.95,momentum,10,0.4,8,2,cosine,0.0,0.0001,False,0,1e-05,1e-05,trivial_augment,,
97081980515921624,False,256,0.0,10.0,4.0,0.1,20.0,0.5,0.0,0.1,,False,1e-05,0.0,0.5,dla46x_c,0.9,momentum,10,0.8,8,2,multistep,0.1,0.0,False,10,1e-05,0.0,none,,
11296240121495131,True,16,0.01,10.0,1.0,4.0,0.0,0.1,0.0001,0.1,0.75,False,0.01,2.0,0.0,deit3_small_patch16_384_in21ft1k,0.9,adamw,2,0.0,8,2,plateau,0.1,0.001,False,0,1e-06,0.001,trivial_augment,"(0.0, 0.99)",
37818606653212777,True,16,0.0,10.0,1.0,4.0,0.0,0.1,0.001,0.0,0.75,False,1e-05,0.0,0.75,mobilevit_xxs,0.9,adamp,10,0.4,8,2,cosine,0.1,0.0,False,0,0.0,1e-05,auto_augment,"(0.0, 0.99)",v0
5758752143354923,True,2,0.1,,0.0,1.0,10.0,0.1,0.0,0.0,0.75,False,0.0005,8.0,0.0,volo_d5_448,0.9,sgd,10,0.8,8,2,step,0.1,0.01,False,10,0.0,1e-05,trivial_augment,,
35332369571239392,False,128,0.0,1.0,1.0,1.0,0.0,0.1,0.0,0.0,0.65,False,0.01,0.0,0.5,mobilevit_xs,0.8,momentum,10,0.8,8,2,cosine,0.0,0.0,True,5,0.0,0.001,auto_augment,,v0
13586599271081149,True,16,0.1,,0.5,0.1,0.0,0.1,0.0,0.0,,False,1e-05,2.0,0.75,convnext_small_384_in22ft1k,0.8,momentum,2,0.0,8,2,plateau,0.05,0.0,True,0,0.0,1e-05,trivial_augment,,
127509728319232324,False,512,0.0001,10.0,2.0,0.0,0.0,0.1,0.01,0.1,0.65,True,0.01,2.0,1.0,edgenext_x_small,0.9,adam,10,0.8,17,3,cosine,0.0,0.1,True,0,1e-06,1e-05,random_augment,"(0.0, 0.999)",
56159706076083363,True,4,0.0,1.0,0.5,0.1,0.0,0.1,0.1,0.4,0.65,False,1e-05,0.0,0.0,deit3_small_patch16_384_in21ft1k,0.9,adamp,5,0.0,8,2,plateau,0.0,0.01,False,10,1e-06,0.0,trivial_augment,"(0.9, 0.99)",
7345742123077102,False,64,0.1,10.0,1.0,0.1,0.0,0.1,0.001,0.4,0.75,True,5e-05,8.0,0.0,mobilevit_xs,0.9,sgd,2,0.4,8,2,plateau,0.05,0.1,True,0,1e-06,0.0,none,,
2395602365884434,False,2,0.01,1.0,1.0,2.0,0.0,0.1,0.0,0.3,0.75,False,0.001,1.0,0.5,tf_efficientnet_b4_ns,0.9,adamp,10,0.0,8,2,cosine,0.1,0.1,True,0,1e-05,0.01,none,"(0.9, 0.999)",
48674611725411088,False,64,0.0001,10.0,4.0,0.5,0.0,0.1,0.01,0.1,0.75,True,1e-05,0.4,0.0,edgenext_xx_small,0.9,adamw,10,0.4,8,2,cosine,0.05,0.1,False,0,0.0,0.1,none,"(0.9, 0.99)",
150786434943257045,True,8,0.0,10.0,2.0,4.0,10.0,0.5,0.001,0.1,0.65,False,0.01,4.0,0.5,mobilevitv2_075,0.9,adam,10,0.0,8,2,multistep,0.05,0.0,False,0,1e-05,0.0001,none,"(0.0, 0.99)",
13058977095335012,False,256,0.0001,,4.0,1.0,0.0,0.1,0.001,0.1,,True,0.005,8.0,0.0,edgenext_small,0.9,sgd,10,0.6,17,2,cosine,0.05,0.0,False,0,1e-05,0.0001,random_augment,,
300820135929274572,False,16,0.001,10.0,0.0,0.5,20.0,0.1,0.01,0.2,0.65,True,5e-05,1.0,0.5,mobilevitv2_075,0.9,adam,10,0.6,9,3,multistep,0.1,0.0,False,5,1e-05,0.1,random_augment,"(0.0, 0.99)",
3783397043339144,False,32,0.001,10.0,0.5,1.0,10.0,0.1,0.0001,0.4,0.75,False,0.0001,0.2,1.0,tf_efficientnet_b4_ns,0.9,sgd,10,0.8,8,2,step,0.0,0.001,False,5,1e-05,0.001,trivial_augment,,
152251577369200183,True,128,0.0,10.0,1.0,2.0,10.0,0.5,0.0001,0.4,0.75,False,0.005,0.0,1.0,mobilevitv2_075,0.9,adamw,10,1.0,17,2,step,0.0,0.01,True,0,1e-05,1e-05,random_augment,"(0.9, 0.999)",
2815225462077417,True,32,0.0001,,1.0,0.5,0.0,0.1,0.0001,0.0,0.65,False,5e-05,2.0,0.25,edgenext_xx_small,0.9,sgd,2,0.8,8,2,plateau,0.05,0.001,True,0,0.0,0.001,none,,
19460627224142769,True,32,0.0,10.0,4.0,0.25,0.0,0.1,0.0001,0.4,0.75,True,0.0001,1.0,1.0,volo_d5_512,0.9,adamp,10,1.0,8,2,cosine,0.0,0.001,True,0,1e-06,0.001,none,"(0.9, 0.99)",
37828757988615050,False,32,0.1,1.0,4.0,0.25,0.0,0.1,0.1,0.4,0.65,False,0.0005,0.0,0.25,volo_d1_384,0.9,adamp,10,0.6,17,2,cosine,0.05,0.0001,False,0,0.0,1e-05,random_augment,"(0.9, 0.999)",
16303725466068183,True,256,0.0001,,0.0,0.25,0.0,0.1,0.0,0.4,,False,5e-05,0.4,1.0,edgenext_x_small,0.9,adamp,10,0.6,8,2,cosine,0.1,0.0001,True,0,0.0,0.1,trivial_augment,"(0.9, 0.99)",
1150831543444999,True,16,0.1,,0.5,0.5,0.0,0.1,0.001,0.0,0.65,False,5e-05,4.0,1.0,volo_d1_384,0.9,adamw,10,0.6,8,2,cosine,0.1,0.0001,True,5,1e-05,0.1,none,"(0.9, 0.999)",
2761746767943451,True,16,0.01,10.0,2.0,0.0,0.0,0.1,0.01,0.1,0.65,True,1e-05,1.0,1.0,edgenext_x_small,0.0,momentum,10,0.2,8,2,cosine,0.0,0.1,False,0,0.0,0.001,none,,
11306157442012267,True,16,0.0,,2.0,0.5,0.0,0.1,0.01,0.1,0.75,True,0.0005,0.2,0.25,dla46x_c,0.9,sgd,5,0.0,8,2,plateau,0.05,0.01,False,0,1e-06,0.001,none,,
18450893943387517,True,128,0.01,1.0,2.0,2.0,10.0,0.5,0.0001,0.3,0.75,True,5e-05,8.0,0.5,mobilevitv2_075,0.9,adam,10,0.4,8,2,step,0.1,0.1,True,10,1e-06,0.01,none,"(0.9, 0.999)",
74787457042637988,False,16,0.1,10.0,4.0,0.5,20.0,0.1,0.001,0.3,,False,0.01,4.0,0.75,dla46x_c,0.9,momentum,10,0.4,8,2,multistep,0.1,0.1,False,0,1e-06,0.01,none,,
37803769141187916,False,2,0.001,1.0,1.0,0.25,0.0,0.1,0.1,0.0,0.65,False,1e-05,0.0,0.75,edgenext_xx_small,0.9,adamp,10,0.6,8,2,cosine,0.1,0.1,True,10,1e-05,0.0001,auto_augment,"(0.0, 0.99)",v0
69005118216320446,False,8,0.1,10.0,1.0,4.0,10.0,0.5,0.1,0.3,0.75,True,5e-05,2.0,0.25,volo_d1_384,0.9,adamp,10,0.0,8,2,step,0.05,0.1,True,0,0.0,0.0001,auto_augment,"(0.9, 0.999)",original
35917377921804138,False,16,0.1,1.0,0.5,0.0,0.0,0.1,0.0001,0.3,,False,0.0005,0.2,0.25,edgenext_x_small,0.9,adamw,10,0.6,17,2,cosine,0.0,0.1,False,10,1e-06,0.001,random_augment,"(0.9, 0.999)",
282131809466546402,False,32,0.01,1.0,0.0,4.0,20.0,0.5,0.0001,0.3,0.75,True,0.01,0.2,0.75,convnext_small_384_in22ft1k,0.9,adamw,10,0.8,8,2,multistep,0.0,0.0,True,10,1e-05,1e-05,auto_augment,"(0.9, 0.99)",v0
360236323990603551,True,4,0.0001,10.0,0.0,1.0,10.0,0.5,0.001,0.1,0.65,False,5e-05,0.2,1.0,convnext_small_384_in22ft1k,0.9,adamw,10,0.6,8,2,multistep,0.0,0.0001,False,5,1e-05,0.001,auto_augment,"(0.0, 0.999)",original
60500679581525400,False,2,0.0,10.0,0.5,0.25,0.0,0.1,0.0001,0.0,0.65,False,0.001,0.4,0.5,beit_base_patch16_384,0.9,adamp,5,0.2,8,2,plateau,0.05,0.001,False,5,1e-05,0.001,trivial_augment,"(0.0, 0.999)",
77846340678916181,True,8,0.001,,1.0,4.0,0.0,0.1,0.001,0.2,0.65,False,0.0001,8.0,1.0,beit_base_patch16_384,0.99,momentum,10,0.8,17,2,cosine,0.1,0.01,True,10,1e-06,0.0001,random_augment,,
24220436623860395,True,64,0.01,1.0,1.0,0.0,0.0,0.1,0.0001,0.2,0.65,False,5e-05,1.0,0.5,deit3_small_patch16_384_in21ft1k,0.9,momentum,10,1.0,9,2,cosine,0.05,0.1,False,10,1e-05,0.0,random_augment,,
7658941650152292,False,2,0.1,1.0,4.0,0.0,10.0,0.1,0.001,0.4,0.65,True,0.001,0.4,0.5,volo_d5_512,0.9,sgd,10,0.6,8,2,step,0.05,0.0,False,0,1e-05,0.0,trivial_augment,,
87866911608712499,True,64,0.0001,1.0,4.0,2.0,0.0,0.1,0.1,0.0,,True,0.0005,2.0,1.0,mobilevit_xs,0.95,momentum,10,0.4,8,2,cosine,0.1,0.0001,True,0,0.0,0.0,auto_augment,,v0
19182820416066169,True,16,0.1,,1.0,0.1,0.0,0.1,0.1,0.2,0.65,False,0.01,0.0,0.75,volo_d1_384,0.9,momentum,2,0.2,8,2,plateau,0.05,0.01,True,5,0.0,0.001,none,,
82442674466208207,True,32,0.0001,,4.0,1.0,10.0,0.5,0.0001,0.0,0.75,True,0.0005,0.4,0.25,convnext_small_384_in22ft1k,0.9,sgd,10,0.2,9,3,step,0.0,0.0,True,0,0.0,0.01,random_augment,,
97522126578677476,False,64,0.001,,4.0,0.25,10.0,0.1,0.1,0.2,,True,5e-05,0.0,0.0,edgenext_xx_small,0.9,adamw,10,0.8,8,2,multistep,0.0,0.0,False,10,0.0,0.1,trivial_augment,"(0.0, 0.999)",
71132096155973058,False,2,0.0001,1.0,0.0,0.0,10.0,0.5,0.001,0.1,0.75,False,0.01,0.0,0.75,mobilevitv2_075,0.0,momentum,10,0.8,8,2,multistep,0.0,0.0001,False,0,1e-05,1e-05,auto_augment,,original
23438626382696042,False,4,0.0,10.0,2.0,2.0,0.0,0.1,0.01,0.4,,False,1e-05,2.0,1.0,xcit_tiny_24_p8_384_dist,0.9,momentum,2,0.2,9,2,plateau,0.0,0.001,False,0,1e-06,0.0,random_augment,,
19643268323525708,False,4,0.001,10.0,1.0,0.1,0.0,0.1,0.001,0.2,,False,0.001,8.0,0.75,volo_d3_448,0.9,adam,2,0.6,8,2,plateau,0.0,0.1,True,5,1e-06,0.001,none,"(0.9, 0.99)",
266243333649083823,True,4,0.0,10.0,1.0,2.0,10.0,0.5,0.0,0.2,0.75,False,0.0001,1.0,0.25,edgenext_small,0.9,adamw,10,0.2,8,2,multistep,0.0,0.0001,True,5,0.0,0.0,auto_augment,"(0.9, 0.99)",original
80943744326660225,True,512,0.0001,,1.0,2.0,20.0,0.1,0.0,0.1,0.65,False,0.01,0.2,0.5,edgenext_xx_small,0.9,sgd,10,0.6,9,3,multistep,0.0,0.0,True,10,1e-05,0.0,random_augment,,
23399958920917284,False,2,0.01,10.0,0.0,1.0,0.0,0.1,0.1,0.4,0.75,True,1e-05,8.0,0.5,edgenext_x_small,0.9,momentum,10,0.6,8,2,cosine,0.1,0.1,True,10,0.0,0.0,trivial_augment,,
127441583411737294,False,64,0.01,10.0,0.0,4.0,20.0,0.1,0.001,0.0,,True,0.005,0.0,1.0,mobilevit_xs,0.9,adamw,10,0.6,8,2,step,0.05,0.1,False,0,1e-06,1e-05,none,"(0.0, 0.99)",
497330699425171292,False,4,0.0,1.0,0.0,4.0,20.0,0.1,0.1,0.2,0.65,False,0.0005,4.0,0.5,tf_efficientnet_b4_ns,0.0,momentum,10,0.2,17,3,step,0.0,0.1,True,10,0.0,0.001,random_augment,,
89459245585466603,True,512,0.001,10.0,0.5,4.0,20.0,0.5,0.0,0.2,,False,0.001,1.0,1.0,edgenext_xx_small,0.9,adam,10,0.4,8,2,step,0.1,0.001,False,10,0.0,0.1,none,"(0.9, 0.99)",
12109239581746601,True,64,0.0,1.0,0.0,0.5,0.0,0.1,0.0,0.2,,True,0.0005,1.0,0.75,edgenext_xx_small,0.9,adamw,10,1.0,8,2,cosine,0.0,0.001,True,10,1e-05,0.001,trivial_augment,"(0.0, 0.99)",
24778515825708045,True,256,0.0,10.0,0.0,1.0,20.0,0.5,0.0,0.2,0.65,False,0.005,0.0,0.0,mobilevitv2_075,0.9,sgd,10,1.0,8,2,multistep,0.05,0.0001,False,0,1e-06,0.1,trivial_augment,,
86661883359424191,True,4,0.0001,10.0,1.0,4.0,0.0,0.1,0.0,0.3,0.75,False,0.0005,0.4,0.75,edgenext_x_small,0.9,adam,10,0.6,8,2,cosine,0.05,0.0001,True,5,0.0,1e-05,auto_augment,"(0.0, 0.999)",v0
29754842866217626,False,8,0.1,10.0,0.5,2.0,0.0,0.1,0.0,0.3,0.65,False,0.005,0.0,0.0,deit3_small_patch16_384_in21ft1k,0.9,adam,2,0.2,8,2,plateau,0.0,0.01,False,0,0.0,1e-05,none,"(0.0, 0.99)",
17144898742346527,True,2,0.001,10.0,2.0,0.0,0.0,0.1,0.001,0.4,0.65,False,1e-05,8.0,0.75,volo_d3_448,0.9,sgd,10,0.8,9,3,cosine,0.1,0.001,False,0,1e-05,0.1,random_augment,,
381195613444515130,False,64,0.0,,0.5,2.0,20.0,0.5,0.1,0.2,0.75,False,1e-05,2.0,0.75,mobilevit_xs,0.9,adamw,10,1.0,9,3,multistep,0.0,0.01,True,10,0.0,0.1,random_augment,"(0.0, 0.999)",
271648968277798152,False,2,0.1,10.0,0.0,0.1,20.0,0.5,0.1,0.3,0.75,False,0.001,0.4,0.75,beit_base_patch16_384,0.9,adam,10,1.0,8,2,step,0.05,0.0001,True,5,0.0,0.0001,none,"(0.9, 0.99)",
11150609871613574,False,4,0.1,,0.0,4.0,20.0,0.1,0.01,0.3,0.75,True,0.0005,0.2,0.0,volo_d1_384,0.9,sgd,10,0.6,8,2,multistep,0.0,0.01,False,10,0.0,0.001,none,,
121693703336288030,False,4,0.0001,10.0,4.0,0.5,0.0,0.1,0.0001,0.4,0.75,False,0.001,0.2,0.0,edgenext_xx_small,0.9,adamp,10,0.8,17,3,cosine,0.05,0.0001,False,5,0.0,0.1,random_augment,"(0.0, 0.999)",
8332856409767549,True,8,0.01,,1.0,0.25,0.0,0.1,0.0001,0.3,0.75,False,0.005,1.0,1.0,edgenext_small,0.9,adamw,10,0.2,8,2,cosine,0.05,0.0,True,5,0.0,0.1,trivial_augment,"(0.0, 0.99)",
191268341043453578,False,4,0.001,,1.0,0.25,20.0,0.5,0.01,0.2,,False,5e-05,2.0,0.25,edgenext_small,0.0,momentum,10,0.4,17,2,step,0.1,0.01,True,10,1e-06,0.0001,random_augment,,
84506009118836224,False,8,0.0,10.0,1.0,0.0,0.0,0.1,0.001,0.4,,True,0.001,8.0,1.0,xcit_nano_12_p8_384_dist,0.9,adamw,10,0.0,9,3,cosine,0.1,0.001,False,10,1e-06,0.001,random_augment,"(0.9, 0.99)",
167078657464959243,True,4,0.0,,1.0,0.1,10.0,0.5,0.0,0.1,0.75,False,0.01,0.4,1.0,tf_efficientnet_b4_ns,0.9,adam,10,0.2,8,2,step,0.05,0.0001,True,0,1e-05,0.0001,auto_augment,"(0.0, 0.99)",original
19250400474930789,True,32,0.0,10.0,0.0,1.0,0.0,0.1,0.1,0.1,0.75,True,0.001,1.0,0.0,xcit_small_12_p8_384_dist,0.9,adamw,10,0.8,8,2,cosine,0.0,0.01,False,10,0.0,0.001,none,"(0.9, 0.99)",
33257160837683208,False,2,0.0001,,1.0,4.0,0.0,0.1,0.1,0.0,0.65,False,0.0001,4.0,1.0,volo_d3_448,0.9,adam,10,1.0,8,2,cosine,0.1,0.0001,True,10,1e-06,0.1,auto_augment,"(0.0, 0.99)",v0
4208643726515072,False,32,0.01,,2.0,4.0,10.0,0.1,0.1,0.4,0.75,False,5e-05,1.0,1.0,tf_efficientnet_b4_ns,0.9,sgd,10,1.0,9,2,step,0.05,0.0,False,5,0.0,0.0001,random_augment,,
14931170727231589,True,16,0.1,10.0,4.0,1.0,20.0,0.1,0.01,0.3,0.75,True,0.0001,0.0,0.25,mobilevit_xxs,0.9,sgd,10,0.4,8,2,multistep,0.0,0.0,True,0,0.0,0.0,trivial_augment,,
1001816747909208,False,2,0.0001,10.0,2.0,0.0,0.0,0.1,0.1,0.3,,False,5e-05,0.4,0.5,mobilevit_xs,0.9,adamw,10,0.6,8,2,cosine,0.1,0.0001,True,0,1e-05,0.1,none,"(0.9, 0.999)",
141344979601610043,True,32,0.01,1.0,1.0,0.0,20.0,0.1,0.0,0.4,0.75,True,5e-05,0.2,0.5,convnext_small_384_in22ft1k,0.9,adam,10,0.4,8,2,multistep,0.0,0.0001,False,0,1e-05,0.001,auto_augment,"(0.0, 0.99)",original
80441280597414306,False,128,0.01,,1.0,0.1,0.0,0.1,0.0,0.1,,True,0.01,4.0,0.5,edgenext_x_small,0.9,adamp,10,0.0,8,2,cosine,0.1,0.0001,False,10,1e-06,0.0,none,"(0.0, 0.999)",
18455998592333931,True,256,0.001,1.0,1.0,0.5,10.0,0.5,0.1,0.2,0.65,True,5e-05,0.2,0.25,edgenext_xx_small,0.9,sgd,10,0.6,8,2,step,0.0,0.0,False,0,1e-05,0.01,none,,
8175397635950720,False,256,0.001,,0.5,2.0,20.0,0.1,0.1,0.2,,True,1e-05,0.4,1.0,edgenext_x_small,0.9,sgd,10,1.0,8,2,multistep,0.1,0.1,False,0,0.0,0.1,trivial_augment,,
41087804745678827,True,8,0.1,,0.0,1.0,0.0,0.1,0.0,0.0,0.65,False,0.0001,0.0,1.0,volo_d1_384,0.9,adam,10,0.0,8,2,cosine,0.1,0.01,True,0,1e-06,0.1,auto_augment,"(0.0, 0.99)",original
30151666883530914,False,16,0.0001,10.0,2.0,2.0,0.0,0.1,0.0001,0.3,0.75,False,5e-05,8.0,0.5,dla46x_c,0.9,adamp,10,1.0,8,2,cosine,0.1,0.1,True,10,0.0,1e-05,none,"(0.0, 0.99)",
4180616623592063,True,512,0.001,,2.0,2.0,0.0,0.1,0.0,0.0,0.75,True,0.0005,8.0,0.0,mobilevit_xxs,0.9,adamp,2,0.8,8,2,plateau,0.05,0.01,True,0,0.0,0.0001,trivial_augment,"(0.9, 0.999)",
78152513151969898,False,512,0.1,,2.0,1.0,20.0,0.1,0.001,0.2,0.65,True,0.0001,2.0,0.75,edgenext_small,0.9,adamp,10,0.8,8,2,step,0.0,0.1,True,5,1e-05,0.0001,none,"(0.9, 0.99)",
2865102732497120,False,256,0.001,,0.5,0.25,0.0,0.1,0.1,0.1,0.75,True,0.0001,0.0,0.25,mobilevit_xxs,0.0,momentum,2,0.6,9,2,plateau,0.1,0.0,False,5,0.0,0.001,random_augment,,
6558923878943509,True,2,0.0001,10.0,2.0,2.0,10.0,0.1,0.01,0.1,0.65,False,0.01,4.0,0.5,xcit_nano_12_p8_384_dist,0.9,sgd,10,0.8,8,2,step,0.0,0.001,True,5,1e-05,1e-05,none,,
26946810875963706,False,16,0.0,,0.0,4.0,0.0,0.1,0.001,0.0,,False,1e-05,8.0,1.0,convnext_small_384_in22ft1k,0.9,adam,10,0.8,8,2,cosine,0.0,0.0001,True,10,1e-05,0.01,none,"(0.0, 0.999)",
40045424893342053,True,256,0.0001,1.0,4.0,0.5,10.0,0.1,0.0001,0.1,0.75,False,5e-05,8.0,0.25,mobilevit_xxs,0.8,momentum,10,1.0,8,2,step,0.0,0.1,True,10,1e-06,0.0,none,,
484539134542579587,True,4,0.01,,4.0,0.1,20.0,0.5,0.1,0.3,0.75,False,0.001,8.0,1.0,xcit_nano_12_p8_384_dist,0.99,momentum,10,0.0,9,3,multistep,0.05,0.0001,True,5,1e-05,1e-05,random_augment,,
183387217432366514,False,4,0.1,,1.0,2.0,20.0,0.5,0.0001,0.2,0.65,False,0.001,2.0,1.0,tf_efficientnet_b6_ns,0.9,adam,10,0.8,8,2,step,0.05,0.01,False,5,1e-05,0.0001,auto_augment,"(0.0, 0.99)",v0
23568096051438388,False,512,0.1,10.0,0.5,1.0,10.0,0.5,0.0,0.2,0.75,True,0.005,8.0,0.5,dla46x_c,0.9,adamp,10,0.6,8,2,multistep,0.1,0.0,False,5,1e-06,0.0,trivial_augment,"(0.9, 0.999)",
8604871433235255,True,4,0.1,1.0,1.0,0.25,20.0,0.1,0.01,0.1,0.75,False,0.001,1.0,1.0,xcit_tiny_24_p8_384_dist,0.9,adam,10,0.2,8,2,multistep,0.05,0.01,False,0,1e-06,0.1,trivial_augment,"(0.9, 0.999)",
4647134120052813,True,256,0.0001,1.0,1.0,0.1,0.0,0.1,0.0001,0.2,0.75,True,0.0001,0.2,0.75,edgenext_x_small,0.9,adam,10,0.2,8,2,cosine,0.1,0.1,True,0,1e-06,0.0001,none,"(0.9, 0.999)",
